bom_id,title,total_gross,theaters,release_date,year
rl2053670401,A Perfect Murder,67638368,2845,1998-06-05,1998
rl208307713,The Parent Trap,66308518,2407,1998-07-31,1998
rl894928385,You've Got Mail,115821495,2948,1998-12-18,1998
rl475039233,Ever After: A Cinderella Story,65705771,2067,1998-07-31,1998
rl727221761,Hope Floats,60053195,2404,1998-05-29,1998
rl679052801,U.S. Marshals,57167405,2817,1998-03-06,1998
rl694388225,The Man in the Iron Mask,56968902,3101,1998-03-13,1998
rl342918657,Snake Eyes,55591409,2718,1998-08-07,1998
rl508593665,Everest,87178599,62,1998-03-06,1998
rl4168648193,What Dreams May Come,55382927,2531,1998-10-02,1998
rl4067132929,The Prince of Egypt,101413188,3218,1998-12-18,1998
rl1029080577,Halloween H20: 20 Years Later,55041738,2669,1998-08-07,1998
rl695240193,Small Soldiers,54682547,2613,1998-07-10,1998
rl2842920449,Star Trek: Insurrection,70187658,2677,1998-12-11,1998
rl3597239809,Patch Adams,135026902,2909,1998-12-25,1998
rl2959836673,Practical Magic,46732881,2652,1998-10-16,1998
rl4284777985,The Negotiator,44547681,2436,1998-07-31,1998
rl2086503937,Meet Joe Black,44619100,2527,1998-11-13,1998
rl2389476865,Ronin,41616262,2487,1998-09-25,1998
rl1836156417,The Siege,40981289,2582,1998-11-06,1998
rl2238416385,Primary Colors,39001187,1976,1998-03-20,1998
rl3430123009,I Still Know What You Did Last Summer,40002112,2473,1998-11-13,1998
rl1047234049,Pleasantville,40584421,1773,1998-10-23,1998
rl2841150977,How Stella Got Her Groove Back,37672941,1399,1998-08-14,1998
rl2036958721,Out of Sight,37562568,2112,1998-06-26,1998
rl813270529,Urban Legend,38072438,2257,1998-09-25,1998
rl1047758337,Sphere,37020277,2814,1998-02-13,1998
rl3849553409,Stepmom,91137662,2503,1998-12-25,1998
rl107120129,Mercury Rising,32935289,2399,1998-04-03,1998
rl407471617,Bride of Chucky,32400658,2467,1998-10-16,1998
rl3781985793,A Night at the Roxbury,30331165,2169,1998-10-02,1998
rl2960885249,Wild Things,30147739,2177,1998-03-20,1998
rl3143665153,Madeline,29967750,1863,1998-07-10,1998
rl812877313,Spice World,29342592,2339,1998-01-23,1998
rl728139265,The Object of My Affection,29187243,1990,1998-04-17,1998
rl2237302273,Jack Frost,34562556,2152,1998-12-11,1998
rl172459521,The Big Hit,27007143,2149,1998-04-24,1998
rl963151361,Paulie,26875268,1812,1998-04-17,1998
rl4165568001,Bulworth,26528185,2051,1998-05-15,1998
rl1750566401,Great Expectations,26420672,1906,1998-01-30,1998
rl55084545,Can't Hardly Wait,25605015,1987,1998-06-12,1998
rl2404419073,Fallen,25232289,2448,1998-01-16,1998
rl927303169,The Avengers,23384939,2466,1998-08-14,1998
rl2573633025,One True Thing,23245840,1636,1998-09-18,1998
rl1013679617,The Players Club,23047939,624,1998-04-10,1998
rl3966535169,Rounders,22912409,2191,1998-09-11,1998
rl2722530817,The Borrowers,22619589,1606,1998-02-13,1998
rl2993325569,Quest for Camelot,22510798,3107,1998-05-15,1998
rl3226895873,He Got Game,21567853,1414,1998-05-01,1998
rl2990835201,Beloved,22852487,1571,1998-10-16,1998
rl359302657,Psycho,21485655,2489,1998-12-04,1998
rl1969063425,Mighty Joe Young,50632037,2559,1998-12-25,1998
rl2942338561,Mafia!,19889299,1944,1998-07-24,1998
rl1582728705,Hard Rain,19870567,2132,1998-01-16,1998
rl3228599809,Species II,19221939,2510,1998-04-10,1998
rl2641200641,The Replacement Killers,19204929,1936,1998-02-06,1998
rl359040513,The Odd Couple II,18912328,1852,1998-04-10,1998
rl360285697,Vampires,20308772,1793,1998-10-30,1998
rl2572191233,The Faculty,40283321,2365,1998-12-25,1998
rl1131513345,Simon Birch,18253415,930,1998-09-11,1998
rl4115629569,Disturbing Behavior,17514980,1842,1998-07-24,1998
rl3461842433,Half Baked,17460020,1703,1998-01-16,1998
rl239568385,The Big Lebowski,17451873,1235,1998-03-06,1998
rl3846276609,54,16757163,1869,1998-08-28,1998
rl961316353,Dance with Me,15923122,1467,1998-08-21,1998
rl138774017,Babe: Pig in the City,18319860,2387,1998-11-25,1998
rl2555151873,Dead Man on Campus,15064946,1830,1998-08-21,1998
rl41321985,Twilight,15055091,1354,1998-03-06,1998
rl1079084545,Elizabeth,30082699,624,1998-11-06,1998
rl3699082753,The Wizard of Oz,14836984,1882,1998-11-06,1998
rl1718650369,Soldier,14594226,2507,1998-10-23,1998
rl1935574529,Les Misérables,14096321,1477,1998-05-01,1998
rl306611713,Blues Brothers 2000,14051384,2516,1998-02-06,1998
rl307004929,Dark City,14378331,1754,1998-02-27,1998
rl2035254785,Desperate Measures,13806137,1963,1998-01-30,1998
rl3881338369,Hush,13583690,1966,1998-03-06,1998
rl2890368513,Black Dog,12951088,2050,1998-05-01,1998
rl1835959809,Senseless,12874899,1850,1998-02-20,1998
rl2271577601,Mr. Nice Guy,12716953,1463,1998-03-20,1998
rl1853588993,Why Do Fools Fall in Love,12461773,1377,1998-08-28,1998
rl4098196993,Barney's Great Adventure,12218638,833,1998-04-03,1998
rl3998844417,Holy Man,12069719,2013,1998-10-09,1998
rl3713631745,I'll Be Home for Christmas,12214338,1776,1998-11-13,1998
rl3278996993,Sliding Doors,11841544,522,1998-04-24,1998
rl3461121537,Deep Rising,11203026,1788,1998-01-30,1998
rl257132033,Fear and Loathing in Las Vegas,10680275,1130,1998-05-22,1998
rl241272321,Living Out Loud,12905901,1087,1998-10-30,1998
rl3294922241,The Newton Boys,10452012,1969,1998-03-27,1998
rl4217144833,Knock Off,10319915,1800,1998-09-04,1998
rl861373953,I Got the Hook Up,10317779,655,1998-05-29,1998
rl2386593281,Air Bud: Golden Receiver,10224116,1669,1998-08-14,1998
rl3512305153,Home Fries,10493366,1925,1998-11-27,1998
rl2404353537,Dirty Work,10023282,1776,1998-06-12,1998
rl1501136385,Very Bad Things,9898412,1260,1998-11-27,1998
rl1819969025,Wrongfully Accused,9623329,2062,1998-08-21,1998
rl2824766977,Life Is Beautiful,57247384,1136,1998-10-23,1998
rl2957280769,Belly,9639390,630,1998-11-06,1998
rl3664807425,The Spanish Prisoner,9584314,296,1998-04-03,1998
rl1380091393,Apt Pupil,8863193,1448,1998-10-23,1998
rl527205889,Ringmaster,9257103,1320,1998-11-27,1998
rl3664545281,Return to Paradise,8341087,985,1998-08-14,1998
rl2387838465,Firestorm,8165212,2057,1998-01-09,1998
rl2137294337,My Giant,8072007,1948,1998-04-10,1998
rl444237313,Woo,8064972,625,1998-05-08,1998
rl3797714433,Krippendorf's Tribe,7571115,1529,1998-02-27,1998
rl1114867201,Star Kid,7029025,1053,1998-01-16,1998
rl3963979265,BASEketball,7027290,1910,1998-07-31,1998
rl2269677057,Caught Up,6754958,722,1998-02-27,1998
rl3663169025,Gone with the Wind,6750112,214,1998-06-26,1998
rl443581953,Smoke Signals,6745362,66,1998-06-26,1998
rl71534081,Almost Heroes,6136856,2048,1998-05-29,1998
rl2188281345,Shakespeare in Love,100317794,2030,1998-12-11,1998
rl3664152065,The Opposite of Sex,5881367,165,1998-05-22,1998
rl3110700545,Palmetto,5878911,1505,1998-02-20,1998
rl3208873473,American History X,6719864,513,1998-10-30,1998
rl1298695681,Phantoms,5624282,1859,1998-01-23,1998
rl896304641,Ride,5485295,509,1998-03-27,1998
rl812680705,Slums of Beverly Hills,5502773,253,1998-08-14,1998
rl4148725249,Celebrity,5078660,493,1998-11-20,1998
rl3984164353,Waking Ned Devine,24792251,540,1998-11-20,1998
rl542475777,Your Friends and Neighbors,4714658,246,1998-08-21,1998
rl828540417,Meet the Deedles,4356216,1763,1998-03-27,1998
rl843875841,Dangerous Beauty,4553271,313,1998-02-20,1998
rl2791081473,Kissing a Fool,4106588,1754,1998-02-27,1998
rl693601793,The Governess,3719509,135,1998-07-31,1998
rl4167075329,Major League: Back to the Minors,3572443,2322,1998-04-17,1998
rl4033185281,Mrs Dalloway,3309421,8,1998-02-20,1998
rl1046906369,Next Stop Wonderland,3395581,224,1998-08-21,1998
rl3026748929,Pi,3221152,68,1998-07-10,1998
rl1281328641,The Last Days of Disco,3020601,168,1998-05-29,1998
rl3864167937,Freeriders,2750064,30,1998-10-20,1998
rl3730933249,Love and Death on Long Island,2581012,6,1998-03-06,1998
rl72779265,Happiness,2982011,60,1998-10-16,1998
rl2741143041,The Mighty,2652246,518,1998-10-09,1998
rl1766753793,Down in the Delta,5672903,417,1998-12-25,1998
rl2806613505,Buffalo '66,2375097,25,1998-06-26,1998
rl2455143937,Hav Plenty,2284034,413,1998-06-19,1998
rl594052609,Pecker,2281761,184,1998-09-25,1998
rl1197180417,The Impostors,2198044,162,1998-10-02,1998
rl1196131841,Chinese Box,2178160,106,1998-04-17,1998
rl2809497089,Tarzan and the Lost City,2172941,1412,1998-04-24,1998
rl1283163649,Wilde,2158775,7,1998-05-01,1998
rl2088207873,Touch of Evil,2247465,45,1998-09-11,1998
rl3880355329,The Butcher Boy,1995911,90,1998-04-03,1998
rl1381598721,High Art,1960216,4,1998-06-12,1998
rl1836484097,Two Girls and a Guy,2057193,316,1998-04-24,1998
rl3447358977,Zero Effect,2087471,129,1998-01-30,1998
rl3027404289,Suicide Kings,1740156,152,1998-04-17,1998
rl1500546561,A Soldier's Daughter Never Cries,1782005,149,1998-09-18,1998
rl928286209,The Gingerbread Man,1677131,30,1998-01-23,1998
rl843744769,Clay Pigeons,1794086,297,1998-09-25,1998
rl3109324289,Gods and Monsters,6451628,149,1998-11-06,1998
rl3161556481,A Simple Plan,16316273,675,1998-12-11,1998
rl4233856513,In God's Hands,1546414,109,1998-04-24,1998
rl660178433,Henry Fool,1338335,51,1998-06-19,1998
rl2791736833,One Tough Cop,1223034,415,1998-10-09,1998
rl1785169409,Nightwatch,1179002,300,1998-04-17,1998
rl1785234945,Permanent Midnight,1171001,90,1998-09-18,1998
rl1299023361,The Red Violin,10019109,261,1998-11-06,1998
rl2506851841,A Price Above Rubies,1130732,44,1998-03-27,1998
rl1920239105,The Thief,1126506,39,1998-07-17,1998
rl827295233,Déjà Vu,1086181,39,1998-04-24,1998
rl1969325569,Lolita,1071255,1,1998-07-24,1998
rl1920566785,Velvet Goldmine,1053788,85,1998-11-06,1998
rl994870785,Dancing at Lughnasa,2287818,93,1998-11-13,1998
rl1618118145,Strike!,907996,133,1998-08-21,1998
rl2320729601,Firelight,785482,39,1998-09-04,1998
rl3464201729,Without Limits,777423,110,1998-09-11,1998
rl1936164353,Nights of Cabiria,752045,9,1998-07-01,1998
rl88573441,The Big One,720074,53,1998-04-10,1998
rl1483900417,Strangeland,713239,315,1998-10-02,1998
rl3326969345,"Dancer, Texas Pop. 81",676631,28,1998-05-01,1998
rl560039425,Little Voice,4611784,215,1998-12-04,1998
rl3395061249,Kurt & Courtney,668228,12,1998-02-27,1998
rl1735689729,The Thin Red Line,36400491,1657,1998-12-25,1998
rl759924225,Character,623983,42,1998-03-27,1998
rl3412493825,Orgazmo,602302,94,1998-10-23,1998
rl3830220289,Deceiver,572433,211,1998-01-30,1998
rl794199553,Hands on a Hardbody: The Documentary,563482,6,1998-07-10,1998
rl3628631553,Central Station,5969553,144,1998-11-20,1998
rl491423233,Clockwatchers,537948,9,1998-05-15,1998
rl1148945921,Wild Man Blues,533759,25,1998-04-17,1998
rl4165830145,Cube,501818,24,1998-09-11,1998
rl2169734657,Fireworks,500000,12,1998-03-20,1998
rl1518044673,Wide Awake,282175,43,1998-03-20,1998
rl2052163073,The Eel,418480,6,1998-08-21,1998
rl779453953,Swept from the Sea,397020,55,1998-01-23,1998
rl2302772737,3 Ninjas: High Noon at Mega Mountain,375805,120,1998-04-10,1998
rl3814229505,Hurricane Streets,375634,93,1998-02-13,1998
rl913409537,Shooting Fish,375261,23,1998-05-01,1998
rl2571273729,Artemisia,356749,17,1998-05-08,1998
rl1801815553,Monument Ave.,333760,24,1998-09-25,1998
rl2355463681,Mr. Jealousy,301796,24,1998-06-05,1998
rl3780675073,Hurlyburly,1798862,84,1998-12-25,1998
rl1869055489,Nil by Mouth,266130,18,1998-02-06,1998
rl2136966657,The Land Girls,238497,21,1998-06-12,1998
rl3396568577,Still Breathing,228455,67,1998-05-01,1998
rl3277555201,Insomnia,227569,3,1998-05-29,1998
rl3077015041,No Looking Back,222099,23,1998-03-27,1998
rl761759233,"Niagara, Niagara",214661,33,1998-03-20,1998
rl1683719681,I Married a Strange Person!,206272,2,1998-08-28,1998
rl507872769,Ayn Rand: A Sense of Life,205246,4,1998-02-13,1998
rl3611592193,Beyond Silence,181881,21,1998-06-05,1998
rl3611854337,Chairman of the Board,181233,196,1998-03-13,1998
rl2152760833,Fallen Angels,163145,3,1998-01-21,1998
rl3444278785,A Civil Action,56709981,2319,1998-12-25,1998
rl594183681,The Proposition,147773,17,1998-03-27,1998
rl2222032385,Six-String Samurai,146125,16,1998-09-18,1998
rl1784579585,The Visitors II: The Corridors of Time,146072,24,1998-03-27,1998
rl3747710465,Love Is the Devil: Study for a Portrait of Francis Bacon,354004,12,1998-10-07,1998
rl2673182209,The General,1214198,41,1998-12-18,1998
rl141002241,The Night Flier,125397,95,1998-02-06,1998
rl3393488385,The Beyond,123843,15,1998-06-12,1998
rl4067460609,Sour Grapes,123104,28,1998-04-17,1998
rl3764356609,Lawn Dogs,106404,12,1998-05-15,1998
rl4099835393,Little Men,104255,111,1998-05-08,1998
rl1952155137,"I Love You, Don't Touch Me!",98973,10,1998-02-20,1998
rl3712386561,The Brandon Teena Story,92113,2,1998-09-23,1998
rl23823873,Polish Wedding,692588,59,1998-07-17,1998
rl158762497,TwentyFourSeven,91805,17,1998-04-15,1998
rl627934721,The Real Blonde,83488,10,1998-02-27,1998
rl963216897,Oscar and Lucinda,1897404,65,1998-01-02,1998
rl3631318529,Slappy and the Stinkers,80837,60,1998-01-23,1998
rl3144582657,Seventh Heaven,79808,2,1998-07-29,1998
rl3545859585,Homegrown,77910,35,1998-04-17,1998
rl21857793,Cousin Bette,1295194,68,1998-06-12,1998
rl694912513,Plump Fiction,71145,45,1998-05-15,1998
rl3980428801,The Alarmist,59864,11,1998-10-16,1998
rl3060827649,Sonatine,58834,6,1998-04-10,1998
rl2926085633,Picnic at Hanging Rock,49582,5,1998-06-26,1998
rl4115236353,An Alan Smithee Film: Burn Hollywood Burn,45779,19,1998-02-27,1998
rl124749313,Safe Men,45724,20,1998-08-07,1998
rl3194521089,Phoenix,45661,3,1998-09-04,1998
rl4016997889,Shattered Image,106116,24,1998-12-04,1998
rl2857338369,Digging to China,43961,10,1998-09-11,1998
rl594511361,Rushmore,17105219,830,1998-12-11,1998
rl2203289089,"First Love, Last Rites",42953,6,1998-08-07,1998
rl2975434241,Hilary and Jackie,4912892,300,1998-12-30,1998
rl443909633,The Swindle,250899,5,1998-12-23,1998
rl1651017217,Century of Cinema: A Personal Journey with Martin Scorsese Through American Movies,39075,1,1998-03-06,1998
rl1615300097,Bicycle Thieves,334293,4,1998-10-02,1998
rl2843248129,Welcome to Woop Woop,37621,5,1998-11-13,1998
rl3059385857,I Think I Do,345478,10,1998-04-10,1998
rl3094185473,Behind the Lines,33131,6,1998-08-14,1998
rl3462628865,Mean Streets,32645,3,1998-03-13,1998
rl4081157633,Four Days in September,397517,43,1998-01-30,1998
rl1464174081,Bad Manners,31687,10,1998-10-09,1998
rl175408641,The Theory of Flight,73233,13,1998-12-23,1998
rl1296074241,Affliction,6330054,335,1998-12-30,1998
rl2236909057,Go Now,25695,3,1998-05-01,1998
rl3209594369,Dream for an Insomniac,24727,6,1998-06-19,1998
rl1850443265,Chicago Cab,23946,2,1998-09-11,1998
rl1081443841,Talk of Angels,18281,2,1998-10-30,1998
rl3747579393,The Leading Man,18012,3,1998-03-06,1998
rl2387379713,Dear Jesse,17744,3,1998-06-26,1998
rl2236253697,"Comrades, Almost a Love Story",17676,1,1998-02-20,1998
rl123045377,Full Tilt Boogie,15313,6,1998-07-31,1998
rl3443951105,The Break,14760,1,1998-02-20,1998
rl1700169217,Hard Core Logo,14540,2,1998-11-13,1998
rl2540668417,Savior,14328,4,1998-11-20,1998
rl2505672193,Hit Me,12500,3,1998-10-02,1998
rl577930753,Storefront Hitchcock,12355,1,1998-11-20,1998
rl3345516033,Playing by Heart,3970078,308,1998-01-01,1998
rl812811777,Stolen Moments,9743,1,1998-04-10,1998
rl2104067585,Out of the Past,9078,1,1998-07-31,1998
rl2992211457,Hi-Life,9066,1,1998-12-04,1998
rl123438593,Ill Gotten Gains,8329,8,1998-09-18,1998
rl3143599617,The Last of the High Kings,7682,3,1998-04-10,1998
rl2874770945,The Hi-Lo Country,166082,16,1998-12-30,1998
rl795706881,Reach the Rock,4960,3,1998-10-16,1998
rl289572353,Another Day in Paradise,1036818,65,1998-12-30,1998
rl610895361,The Other Side of Sunday,4769,1,1998-05-01,1998
rl324109825,Eden,4210,1,1998-03-27,1998
rl1968145921,Detroit 9000,3179,2,1998-10-09,1998
rl2423555585,Thursday,3121,2,1998-11-13,1998
rl2590737921,"Pretty Village, Pretty Flame",211,1,1998-01-16,1998
rl2742257153,Star Wars: Episode I - The Phantom Menace,431088295,3126,1999-05-19,1999
rl3527509505,The Sixth Sense,293506292,2821,1999-08-06,1999
rl3343025665,Austin Powers: The Spy Who Shagged Me,206040086,3314,1999-06-11,1999
rl1417119233,Toy Story 2,245852179,3257,1999-11-19,1999
rl2271446529,The Matrix,171479930,2903,1999-03-31,1999
rl2742388225,Tarzan,171091819,3131,1999-06-16,1999
rl457672193,Big Daddy,163479795,3254,1999-06-25,1999
rl3546646017,The Mummy,155385488,3411,1999-05-07,1999
rl3295446529,Runaway Bride,152257509,3240,1999-07-30,1999
rl2269611521,The Blair Witch Project,140539099,2538,1999-07-16,1999
rl4016539137,Notting Hill,116089678,2786,1999-05-28,1999
rl3598419457,The World Is Not Enough,126943684,3163,1999-11-19,1999
rl105809409,Double Jeopardy,116741558,3002,1999-09-24,1999
rl3011216897,Wild Wild West,113804681,3342,1999-06-30,1999
rl3947070977,Analyze This,106885658,2537,1999-03-05,1999
rl2622850561,The General's Daughter,102705852,2858,1999-06-18,1999
rl2588116481,American Pie,102561004,2544,1999-07-09,1999
rl3311109633,Inspector Gadget,97403112,2877,1999-07-23,1999
rl3480323585,Sleepy Hollow,101071502,3069,1999-11-19,1999
rl2572584449,The Haunting,91411151,2881,1999-07-23,1999
rl3696330241,Entrapment,87704396,2879,1999-04-30,1999
rl426477057,Pokémon: The First Movie - Mewtwo Strikes Back,85744662,3043,1999-11-10,1999
rl845710849,Payback,81526121,2855,1999-02-05,1999
rl3595339265,Deep Blue Sea,73648142,2901,1999-07-30,1999
rl2839774721,American Beauty,130096601,1990,1999-09-15,1999
rl1165264385,The Thomas Crown Affair,69305181,2427,1999-08-06,1999
rl1433568769,Stuart Little,140035367,3151,1999-12-17,1999
rl356943361,Blue Streak,68518533,2735,1999-09-17,1999
rl1297581569,The Green Mile,136801374,2875,1999-12-10,1999
rl2319877633,Bowfinger,66384775,2746,1999-08-13,1999
rl2975761921,Life,64016268,2613,1999-04-16,1999
rl1380353537,The Bone Collector,66518655,2623,1999-11-05,1999
rl3647899137,She's All That,63366989,2654,1999-01-29,1999
rl2270266881,End of Days,66889043,2652,1999-11-24,1999
rl2671871489,Three Kings,60652036,2942,1999-10-01,1999
rl3075507713,Eyes Wide Shut,55691208,2483,1999-07-16,1999
rl3680798209,Never Been Kissed,55474756,2500,1999-04-09,1999
rl1733461505,Forces of Nature,52900680,2335,1999-03-19,1999
rl125404673,Varsity Blues,52894169,2364,1999-01-15,1999
rl1952613889,Message in a Bottle,52880016,2545,1999-02-12,1999
rl3933242881,"South Park: Bigger, Longer & Uncut",52037603,2128,1999-06-30,1999
rl3614672385,Stigmata,50046268,2901,1999-09-10,1999
rl1766819329,Deuce Bigalow: Male Gigolo,65538755,2162,1999-12-10,1999
rl1213761025,House on Haunted Hill,40846082,2710,1999-10-29,1999
rl2605549057,Cruel Intentions,38328567,2312,1999-03-05,1999
rl742491649,10 Things I Hate About You,38178166,2311,1999-03-31,1999
rl374572545,My Favorite Martian,36850101,2349,1999-02-12,1999
rl3342960129,8MM,36663315,2370,1999-02-26,1999
rl1448314369,Fight Club,37030102,1966,1999-10-15,1999
rl2135066113,Any Given Sunday,75530832,2505,1999-12-22,1999
rl861963777,For Love of the Game,35188640,2933,1999-09-17,1999
rl962233857,Instinct,34105207,2129,1999-06-04,1999
rl1197639169,Mickey Blue Eyes,33864342,2573,1999-08-20,1999
rl2386855425,The Best Man,34102780,1348,1999-10-22,1999
rl1765901825,Bicentennial Man,58223861,2767,1999-12-17,1999
rl339838465,The 13th Warrior,32698899,2313,1999-08-27,1999
rl291931649,October Sky,32570685,1702,1999-02-19,1999
rl190809601,Lake Placid,31770414,2102,1999-07-16,1999
rl3412755969,Random Hearts,31502583,2697,1999-10-08,1999
rl3899819521,Superstar,30636478,2016,1999-10-08,1999
rl1449428481,Mystery Men,29762011,2142,1999-08-06,1999
rl1433765377,The Talented Mr. Ripley,81298265,2369,1999-12-25,1999
rl3478095361,Dogma,30652890,1292,1999-11-12,1999
rl2053735937,The Out-of-Towners,28544120,2128,1999-04-02,1999
rl761890305,The Other Sister,27807627,1863,1999-02-26,1999
rl71665153,Baby Geniuses,27250736,1702,1999-03-12,1999
rl477267457,The Story of Us,27100031,2175,1999-10-15,1999
rl4282877441,Blast from the Past,26511114,2544,1999-02-12,1999
rl3411772929,The Insider,29089912,1844,1999-11-05,1999
rl2119271937,Mysteries of Egypt,40593486,27,1999-08-21,1999
rl511346177,The Wood,25059640,1191,1999-07-16,1999
rl3192030721,Arlington Road,24756177,1631,1999-07-09,1999
rl2423752193,T-Rex: Back to the Cretaceous,53354743,38,1999-10-23,1999
rl1683654145,The Iron Giant,23159305,2179,1999-08-03,1999
rl22119937,Edtv,22431897,2631,1999-03-26,1999
rl4065560065,At First Sight,22365133,1838,1999-01-15,1999
rl2624751105,Summer of Sam,19288130,1536,1999-07-02,1999
rl2101708289,The Bachelor,21760240,2524,1999-11-05,1999
rl3329459713,Stir of Echoes,21142914,1943,1999-09-10,1999
rl759334401,Anna and the King,39263420,2132,1999-12-17,1999
rl560170497,Man on the Moon,34607430,2079,1999-12-22,1999
rl1347782145,Galaxy Quest,71583916,2450,1999-12-25,1999
rl2135852545,Doug's 1st Movie,19440089,2268,1999-03-26,1999
rl710641153,An Ideal Husband,18542974,772,1999-06-18,1999
rl2101511681,Anywhere But Here,18670401,1686,1999-11-12,1999
rl1834845697,Being John Malkovich,22863596,630,1999-10-29,1999
rl2739832321,Drive Me Crazy,17845337,2233,1999-10-01,1999
rl1128826369,The Rage: Carrie 2,17762705,2286,1999-03-12,1999
rl1532265985,Go,16943454,1563,1999-04-09,1999
rl3531048449,True Crime,16649768,1852,1999-03-19,1999
rl3479537153,Muppets from Space,16625807,2265,1999-07-14,1999
rl2034861569,Bringing Out the Dead,16797191,1967,1999-10-22,1999
rl2925692417,A Midsummer Night's Dream,16071990,1099,1999-05-14,1999
rl474842625,The Corruptor,15164492,1804,1999-03-12,1999
rl1481737729,Election,14902041,827,1999-04-23,1999
rl761562625,Music of the Heart,14859394,1353,1999-10-29,1999
rl2205517313,Tea with Mussolini,14401563,284,1999-05-14,1999
rl1986168321,The Messenger: The Story of Joan of Arc,14276317,2147,1999-11-12,1999
rl2843313665,Virus,14036005,2018,1999-01-15,1999
rl156927489,In Too Deep,14011454,674,1999-08-27,1999
rl3394012673,The Deep End of the Ocean,13898649,1907,1999-03-12,1999
rl912623105,The Mod Squad,13263993,2290,1999-03-26,1999
rl2772928001,Black Mask,12504289,988,1999-05-14,1999
rl1550222849,The Omega Code,12614346,450,1999-10-15,1999
rl2304476673,In Dreams,12017369,1682,1999-01-15,1999
rl1599899137,The King and I,11993021,2352,1999-03-19,1999
rl323061249,The Thirteenth Floor,11916661,1815,1999-05-28,1999
rl3125904897,The Adventures of Elmo in Grouchland,11683047,1210,1999-10-01,1999
rl929334785,The Muse,11614954,1263,1999-08-27,1999
rl2642118145,Wing Commander,11578059,2019,1999-03-12,1999
rl1263240705,Chill Factor,11263966,2558,1999-09-03,1999
rl1045267969,Cookie's Fortune,10920544,559,1999-04-02,1999
rl6718977,Office Space,10827810,1740,1999-02-19,1999
rl3980559873,The Astronaut's Wife,10672566,2209,1999-08-27,1999
rl3782641153,Universal Soldier: The Return,10667893,1639,1999-08-20,1999
rl2672723457,Drop Dead Gorgeous,10571408,1207,1999-07-23,1999
rl2185332225,Three to Tango,10570375,2234,1999-10-22,1999
rl3359999489,Bats,10155690,2540,1999-10-22,1999
rl1665762817,Brokedown Palace,10115013,1740,1999-08-13,1999
rl4082009601,Dudley Do-Right,9974410,1855,1999-08-27,1999
rl4185359873,Trippin',9017070,781,1999-05-14,1999
rl2155185665,Teaching Mrs. Tingle,8951935,1710,1999-08-20,1999
rl1583646209,"Mystery, Alaska",8891623,1704,1999-10-01,1999
rl1433044481,Pushing Tin,8408835,1284,1999-04-23,1999
rl91653633,Twin Dragons,8359717,1131,1999-04-09,1999
rl945849857,The Love Letter,8302478,817,1999-05-21,1999
rl812615169,Run Lola Run,7267585,172,1999-06-18,1999
rl1986627073,Outside Providence,7302522,1052,1999-09-01,1999
rl2491123201,Wings of Courage,15054636,11,1999-04-21,1999
rl2773059073,Buena Vista Social Club,7002182,74,1999-06-04,1999
rl1749124609,200 Cigarettes,6852450,978,1999-02-26,1999
rl1717274113,Africa's Elephant Kingdom,13485455,15,1999-05-01,1999
rl3142616577,Extreme,12475172,21,1999-04-02,1999
rl2053015041,Les Boys II,5974732,88,1999-12-11,1999
rl2321647105,Lost & Found,6552255,2469,1999-04-23,1999
rl3176105473,Dick,6262878,1522,1999-08-03,1999
rl2119337473,Foolish,6033999,410,1999-04-09,1999
rl2287896065,Light It Up,5985690,1252,1999-11-10,1999
rl1146783233,Island of the Sharks,10658505,17,1999-04-23,1999
rl3915023873,Jakob the Liar,4956401,1200,1999-09-24,1999
rl3715728897,A Walk on the Moon,4750660,246,1999-03-26,1999
rl3513091585,Mumford,4555459,1452,1999-09-24,1999
rl3293808129,Flawless,4488529,483,1999-11-26,1999
rl3178333697,Simply Irresistible,4398989,1359,1999-02-05,1999
rl309495297,The Straight Story,6203044,186,1999-10-15,1999
rl1984923137,Detroit Rock City,4217115,1802,1999-08-13,1999
rl1666483713,Gloria,4197729,1527,1999-01-22,1999
rl559646209,Idle Hands,4152230,1611,1999-04-30,1999
rl2337375745,Encounter in the Third Dimension,7195792,16,1999-02-26,1999
rl2807006721,Le Dîner de Cons,4071548,67,1999-07-09,1999
rl2407237121,The Winslow Boy,3957934,141,1999-04-30,1999
rl2036434433,"Lock, Stock and Two Smoking Barrels",3753929,161,1999-03-05,1999
rl1414759937,Fifty,3328240,31,1999-10-29,1999
rl2857469441,Elvis Gratton II: Miracle à Memphis,3316272,91,1999-07-02,1999
rl3529147905,Jawbreaker,3117085,801,1999-02-19,1999
rl2691991041,Thrill Ride: The Science of Fun,18798590,81,1999-07-11,1999
rl2219542017,The Cider House Rules,57545092,1738,1999-12-10,1999
rl1682998785,eXistenZ,2856712,256,1999-04-23,1999
rl3781068289,The Limey,3204663,105,1999-10-08,1999
rl610305537,Love Stinks,2924635,1325,1999-09-10,1999
rl4131816961,Boys Don't Cry,11540607,365,1999-10-08,1999
rl3296429569,Wolves,4811282,16,1999-06-18,1999
rl3932915201,Princess Mononoke,2375308,129,1999-10-29,1999
rl843417089,Autumn Tale,2205339,53,1999-07-09,1999
rl3444540929,A Dog of Flanders,2165637,1267,1999-08-27,1999
rl4015949313,Limbo,2160710,111,1999-06-04,1999
rl375621121,Mansfield Park,4775847,152,1999-11-19,1999
rl1499170305,Siegfried & Roy: The Magic Box,5231283,22,1999-10-01,1999
